period,time,x,y,z,possession_start,possession_end,source_row_number,SOURCE_POSSESSION_NUMBER,possession_number,points_scored,scored,movement_eligible,zero_duration,x_bin,y_bin,half_court_crossings
1,719.0,37.04728,15.02163,6.44393,720.0,703,1,1,1,2,1,True,False,7,3,1
1,718.96,36.30142,14.70948,6.12091,720.0,703,1,1,1,2,1,True,False,7,2,1
1,718.92,35.67854,14.33637,5.70189,720.0,703,1,1,1,2,1,True,False,7,2,1
1,718.88,34.8453,13.68251,5.15255,720.0,703,1,1,1,2,1,True,False,7,2,1
1,718.84,34.18749,13.5508,4.64143,720.0,703,1,1,1,2,1,True,False,7,2,1
1,718.8,33.47255,13.2378,4.02782,720.0,703,1,1,1,2,1,True,False,7,2,1
1,718.76,32.69181,12.95245,3.34812,720.0,703,1,1,1,2,1,True,False,6,2,1
1,718.72,31.98002,12.53271,2.71626,720.0,703,1,1,1,2,1,True,False,6,2,1
1,718.68,31.33505,12.09112,1.86595,720.0,703,1,1,1,2,1,True,False,6,2,1
1,718.64,30.54265,11.7717,1.06836,720.0,703,1,1,1,2,1,True,False,6,2,1
1,718.6,29.89658,11.38239,0.39981,720.0,703,1,1,1,2,1,True,False,6,2,1
1,718.56,29.26563,11.1709,1.09644,720.0,703,1,1,1,2,1,True,False,6,2,1
1,718.52,28.68319,11.05774,1.72411,720.0,703,1,1,1,2,1,True,False,6,2,1
1,718.48,28.26477,10.77609,2.17789,720.0,703,1,1,1,2,1,True,False,6,2,1
1,718.44,27.68684,10.37446,2.86588,720.0,703,1,1,1,2,1,True,False,5,2,1
1,718.4,27.02889,10.47898,3.14951,720.0,703,1,1,1,2,1,True,False,5,2,1
1,718.36,26.53446,10.256,3.51495,720.0,703,1,1,1,2,1,True,False,5,2,1
1,718.32,26.0566,10.08236,3.716,720.0,703,1,1,1,2,1,True,False,5,2,1
1,718.28,25.54057,9.96165,4.28596,720.0,703,1,1,1,2,1,True,False,5,1,1
1,718.24,24.92802,9.63276,4.45958,720.0,703,1,1,1,2,1,True,False,5,1,1
1,718.2,24.38253,9.52993,4.57864,720.0,703,1,1,1,2,1,True,False,5,1,1
1,718.16,23.91628,9.43661,4.64765,720.0,703,1,1,1,2,1,True,False,5,1,1
1,718.12,23.4816,9.31309,4.85551,720.0,703,1,1,1,2,1,True,False,4,1,1
1,718.08,22.96887,8.86816,4.80996,720.0,703,1,1,1,2,1,True,False,4,1,1
1,718.04,22.20375,8.9561,4.73109,720.0,703,1,1,1,2,1,True,False,4,1,1
1,718.0,21.84367,8.56918,4.71142,720.0,703,1,1,1,2,1,True,False,4,1,1
1,717.96,21.20308,8.55091,4.62605,720.0,703,1,1,1,2,1,True,False,4,1,1
1,717.92,20.82413,8.2384,4.33275,720.0,703,1,1,1,2,1,True,False,4,1,1
1,717.88,20.32666,8.00588,4.17302,720.0,703,1,1,1,2,1,True,False,4,1,1
1,717.84,19.73139,7.83834,3.92107,720.0,703,1,1,1,2,1,True,False,4,1,1
1,717.8,19.28243,7.73277,3.71088,720.0,703,1,1,1,2,1,True,False,4,1,1
1,717.76,18.98356,7.61639,3.51639,720.0,703,1,1,1,2,1,True,False,4,1,1
1,717.72,18.63749,7.43688,3.51011,720.0,703,1,1,1,2,1,True,False,3,1,1
1,717.68,18.34338,7.31131,3.42762,720.0,703,1,1,1,2,1,True,False,3,1,1
1,717.64,18.02601,7.00057,3.47996,720.0,703,1,1,1,2,1,True,False,3,1,1
1,717.6,17.73626,6.80248,3.37207,720.0,703,1,1,1,2,1,True,False,3,1,1
1,717.56,17.44673,6.60434,3.26451,720.0,703,1,1,1,2,1,True,False,3,1,1
1,717.52,17.18006,6.2846,3.10267,720.0,703,1,1,1,2,1,True,False,3,1,1
1,717.48,16.97606,6.00119,3.08965,720.0,703,1,1,1,2,1,True,False,3,1,1
1,717.44,16.79138,5.6697,3.04773,720.0,703,1,1,1,2,1,True,False,3,1,1
1,717.4,16.6782,5.4064,3.03893,720.0,703,1,1,1,2,1,True,False,3,1,1
1,717.36,16.58611,5.32333,2.89754,720.0,703,1,1,1,2,1,True,False,3,1,1
1,717.32,16.59405,5.17905,2.84675,720.0,703,1,1,1,2,1,True,False,3,1,1
1,717.28,16.59802,5.10692,2.82142,720.0,703,1,1,1,2,1,True,False,3,1,1
1,717.24,16.55214,4.98384,2.87112,720.0,703,1,1,1,2,1,True,False,3,0,1
1,717.2,16.44084,4.95335,2.90109,720.0,703,1,1,1,2,1,True,False,3,0,1
1,717.16,16.42755,4.93771,2.93854,720.0,703,1,1,1,2,1,True,False,3,0,1
1,717.12,16.476,4.98082,2.92461,720.0,703,1,1,1,2,1,True,False,3,0,1
1,717.08,16.6113,5.1023,2.8761,720.0,703,1,1,1,2,1,True,False,3,1,1
1,717.04,16.81838,5.29039,2.78291,720.0,703,1,1,1,2,1,True,False,3,1,1
1,717.0,17.01598,5.44355,2.76497,720.0,703,1,1,1,2,1,True,False,3,1,1
1,716.96,17.21272,5.59533,2.74852,720.0,703,1,1,1,2,1,True,False,3,1,1
1,716.92,17.40846,5.74522,2.73351,720.0,703,1,1,1,2,1,True,False,3,1,1
1,716.88,17.60306,5.89272,2.71989,720.0,703,1,1,1,2,1,True,False,3,1,1
1,716.84,17.7964,6.0373,2.70758,720.0,703,1,1,1,2,1,True,False,3,1,1
1,716.8,17.98834,6.17846,2.69653,720.0,703,1,1,1,2,1,True,False,3,1,1
1,716.76,18.17876,6.31569,2.68668,720.0,703,1,1,1,2,1,True,False,3,1,1
1,716.72,18.36752,6.44848,2.67796,720.0,703,1,1,1,2,1,True,False,3,1,1
1,716.68,18.5545,6.57632,2.67032,720.0,703,1,1,1,2,1,True,False,3,1,1
1,716.64,18.73955,6.69869,2.66369,720.0,703,1,1,1,2,1,True,False,3,1,1
1,716.6,18.92256,6.81508,2.65802,720.0,703,1,1,1,2,1,True,False,4,1,1
1,716.56,19.10339,6.92499,2.65325,720.0,703,1,1,1,2,1,True,False,4,1,1
1,716.52,19.28191,7.0279,2.6493,720.0,703,1,1,1,2,1,True,False,4,1,1
1,716.48,19.45798,7.1233,2.64613,720.0,703,1,1,1,2,1,True,False,4,1,1
1,716.44,19.63149,7.21068,2.64368,720.0,703,1,1,1,2,1,True,False,4,1,1
1,716.4,19.80229,7.28953,2.64187,720.0,703,1,1,1,2,1,True,False,4,1,1
1,716.36,19.97025,7.35934,2.64066,720.0,703,1,1,1,2,1,True,False,4,1,1
1,716.32,20.13525,7.4196,2.63997,720.0,703,1,1,1,2,1,True,False,4,1,1
1,716.28,20.29715,7.4698,2.63976,720.0,703,1,1,1,2,1,True,False,4,1,1
1,716.24,20.34333,7.82064,2.91342,720.0,703,1,1,1,2,1,True,False,4,1,1
1,716.2,20.4759,8.19374,3.12655,720.0,703,1,1,1,2,1,True,False,4,1,1
1,716.16,20.68588,8.58701,3.28671,720.0,703,1,1,1,2,1,True,False,4,1,1
1,716.12,20.96432,8.99835,3.40147,720.0,703,1,1,1,2,1,True,False,4,1,1
1,716.08,21.30225,9.42567,3.4784,720.0,703,1,1,1,2,1,True,False,4,1,1
1,716.04,21.69069,9.86687,3.52506,720.0,703,1,1,1,2,1,True,False,4,1,1
1,716.0,22.1207,10.31987,3.54903,720.0,703,1,1,1,2,1,True,False,4,2,1
1,715.96,22.58329,10.78255,3.55785,720.0,703,1,1,1,2,1,True,False,4,2,1
1,715.92,23.06951,11.25284,3.55911,720.0,703,1,1,1,2,1,True,False,4,2,1
1,715.88,23.83283,11.76354,2.92416,720.0,703,1,1,1,2,1,True,False,5,2,1
1,715.84,24.54486,12.4647,1.90907,720.0,703,1,1,1,2,1,True,False,5,2,1
1,715.8,25.18223,13.07349,1.19699,720.0,703,1,1,1,2,1,True,False,5,2,1
1,715.76,25.83162,13.53538,0.36419,720.0,703,1,1,1,2,1,True,False,5,2,1
1,715.72,26.25454,13.88093,0.82055,720.0,703,1,1,1,2,1,True,False,5,2,1
1,715.68,26.46804,14.16236,1.68768,720.0,703,1,1,1,2,1,True,False,5,2,1
1,715.64,26.84357,14.48508,2.32458,720.0,703,1,1,1,2,1,True,False,5,2,1
1,715.6,27.2875,14.82982,2.91157,720.0,703,1,1,1,2,1,True,False,5,2,1
1,715.56,27.57724,15.04655,3.36788,720.0,703,1,1,1,2,1,True,False,5,3,1
1,715.52,27.92107,15.17695,3.92864,720.0,703,1,1,1,2,1,True,False,5,3,1
1,715.48,28.34088,15.74549,3.95812,720.0,703,1,1,1,2,1,True,False,6,3,1
1,715.44,28.50048,15.84413,4.53264,720.0,703,1,1,1,2,1,True,False,6,3,1
1,715.4,28.94095,16.20939,4.91672,720.0,703,1,1,1,2,1,True,False,6,3,1
1,715.36,29.39332,16.49849,5.14466,720.0,703,1,1,1,2,1,True,False,6,3,1
1,715.32,29.58936,16.67778,5.32995,720.0,703,1,1,1,2,1,True,False,6,3,1
1,715.28,29.92294,17.07421,5.48755,720.0,703,1,1,1,2,1,True,False,6,3,1
1,715.24,30.32926,17.22416,5.46287,720.0,703,1,1,1,2,1,True,False,6,3,1
1,715.2,30.68293,17.47913,5.53826,720.0,703,1,1,1,2,1,True,False,6,3,1
1,715.16,31.09617,17.88555,5.46816,720.0,703,1,1,1,2,1,True,False,6,3,1
1,715.12,31.4203,18.04177,5.60527,720.0,703,1,1,1,2,1,True,False,6,3,1
1,715.08,31.72263,18.43531,5.3588,720.0,703,1,1,1,2,1,True,False,6,3,1
1,715.04,32.05713,18.74296,5.30374,720.0,703,1,1,1,2,1,True,False,6,3,1
1,715.0,32.39634,18.99429,5.05419,720.0,703,1,1,1,2,1,True,False,6,3,1
1,714.96,32.74943,19.24026,4.80937,720.0,703,1,1,1,2,1,True,False,6,3,1
1,714.92,33.06483,19.5284,4.43572,720.0,703,1,1,1,2,1,True,False,7,3,1
1,714.88,33.37349,19.74726,4.15983,720.0,703,1,1,1,2,1,True,False,7,3,1
1,714.84,33.73717,20.04741,3.81638,720.0,703,1,1,1,2,1,True,False,7,4,1
1,714.8,34.08383,20.33582,3.2403,720.0,703,1,1,1,2,1,True,False,7,4,1
1,714.76,34.41194,20.69046,2.55498,720.0,703,1,1,1,2,1,True,False,7,4,1
1,714.72,34.70804,20.94898,1.71403,720.0,703,1,1,1,2,1,True,False,7,4,1
1,714.68,35.06517,21.29581,0.95672,720.0,703,1,1,1,2,1,True,False,7,4,1
1,714.64,35.40599,21.65203,0.50158,720.0,703,1,1,1,2,1,True,False,7,4,1
1,714.6,35.64435,21.93416,1.2458,720.0,703,1,1,1,2,1,True,False,7,4,1
1,714.56,35.90717,22.09712,1.81377,720.0,703,1,1,1,2,1,True,False,7,4,1
1,714.52,36.18983,22.34966,2.3863,720.0,703,1,1,1,2,1,True,False,7,4,1
1,714.48,36.47098,22.60081,2.95524,720.0,703,1,1,1,2,1,True,False,7,4,1
1,714.44,36.69394,22.85132,3.36066,720.0,703,1,1,1,2,1,True,False,7,4,1
1,714.4,36.94157,23.01573,3.47278,720.0,703,1,1,1,2,1,True,False,7,4,1
1,714.36,37.43224,23.48417,3.90568,720.0,703,1,1,1,2,1,True,False,7,4,1
1,714.32,37.82923,23.90026,4.04521,720.0,703,1,1,1,2,1,True,False,8,4,1
1,714.28,38.14647,24.27868,4.21252,720.0,703,1,1,1,2,1,True,False,8,4,1
1,714.24,38.5601,24.66142,4.26183,720.0,703,1,1,1,2,1,True,False,8,4,1
1,714.2,38.96115,25.15363,4.10104,720.0,703,1,1,1,2,1,True,False,8,5,1
1,714.16,39.43151,25.56019,3.97952,720.0,703,1,1,1,2,1,True,False,8,5,1
1,714.12,39.91337,26.01497,3.67706,720.0,703,1,1,1,2,1,True,False,8,5,1
1,714.08,40.44466,26.44929,3.22434,720.0,703,1,1,1,2,1,True,False,8,5,1
1,714.04,40.97522,26.80648,2.64921,720.0,703,1,1,1,2,1,True,False,8,5,1
1,714.0,41.59579,27.22199,1.93759,720.0,703,1,1,1,2,1,True,False,8,5,1
1,713.96,42.07968,27.62962,1.17541,720.0,703,1,1,1,2,1,True,False,8,5,1
1,713.92,42.58527,28.01461,0.53439,720.0,703,1,1,1,2,1,True,False,9,5,1
1,713.88,42.98783,28.28999,0.81422,720.0,703,1,1,1,2,1,True,False,9,5,1
1,713.84,43.19745,28.43941,1.37905,720.0,703,1,1,1,2,1,True,False,9,5,1
1,713.8,43.51556,28.65885,2.09475,720.0,703,1,1,1,2,1,True,False,9,5,1
1,713.76,43.89147,28.86134,2.51636,720.0,703,1,1,1,2,1,True,False,9,5,1
1,713.72,44.04167,29.01681,2.97634,720.0,703,1,1,1,2,1,True,False,9,5,1
1,713.68,44.39893,29.20082,3.30892,720.0,703,1,1,1,2,1,True,False,9,5,1
1,713.64,44.69137,29.36813,3.59876,720.0,703,1,1,1,2,1,True,False,9,5,1
1,713.6,44.97823,29.58491,3.86537,720.0,703,1,1,1,2,1,True,False,9,5,1
1,713.56,45.43584,29.90138,3.98164,720.0,703,1,1,1,2,1,True,False,9,5,1
1,713.52,45.81811,30.12722,4.13966,720.0,703,1,1,1,2,1,True,False,9,6,1
1,713.48,46.20753,30.47675,4.19511,720.0,703,1,1,1,2,1,True,False,9,6,1
1,713.44,46.62525,30.86902,4.08088,720.0,703,1,1,1,2,1,True,False,9,6,1
1,713.4,46.82773,30.95585,3.80615,720.0,703,1,1,1,2,1,True,False,9,6,1
1,713.36,47.40368,31.25193,3.50842,720.0,703,1,1,1,2,1,True,False,10,6,1
1,713.32,47.85396,31.42213,3.07295,720.0,703,1,1,1,2,1,True,False,10,6,1
1,713.28,48.26529,31.55035,2.52677,720.0,703,1,1,1,2,1,True,False,10,6,1
1,713.24,48.50581,31.57386,2.00969,720.0,703,1,1,1,2,1,True,False,10,6,1
1,713.2,48.83445,31.66938,1.25415,720.0,703,1,1,1,2,1,True,False,10,6,1
1,713.16,49.15467,31.65332,0.81982,720.0,703,1,1,1,2,1,True,False,10,6,1
1,713.12,49.29163,31.74886,0.78738,720.0,703,1,1,1,2,1,True,False,10,6,1
1,713.08,49.38043,31.61294,1.44401,720.0,703,1,1,1,2,1,True,False,10,6,1
1,713.04,49.64105,31.70203,1.77338,720.0,703,1,1,1,2,1,True,False,10,6,1
1,713.0,49.75597,31.6583,2.20345,720.0,703,1,1,1,2,1,True,False,10,6,1
1,712.96,49.6178,31.89019,2.4417,720.0,703,1,1,1,2,1,True,False,10,6,1
1,712.92,50.11048,31.53632,2.81376,720.0,703,1,1,1,2,1,True,False,10,6,1
1,712.88,50.30164,31.35017,3.31882,720.0,703,1,1,1,2,1,True,False,10,6,1
1,712.84,50.64312,31.38651,3.45048,720.0,703,1,1,1,2,1,True,False,10,6,1
1,712.8,51.26839,31.39678,3.23359,720.0,703,1,1,1,2,1,True,False,10,6,1
1,712.76,51.81024,31.08562,3.32024,720.0,703,1,1,1,2,1,True,False,11,6,1
1,712.72,52.20462,31.07153,3.26054,720.0,703,1,1,1,2,1,True,False,11,6,1
1,712.68,52.76149,30.9859,3.14923,720.0,703,1,1,1,2,1,True,False,11,6,1
1,712.64,53.11611,30.9622,2.91983,720.0,703,1,1,1,2,1,True,False,11,6,1
1,712.6,53.5842,30.36411,2.85524,720.0,703,1,1,1,2,1,True,False,11,6,1
1,712.56,53.71227,30.34555,1.90904,720.0,703,1,1,1,2,1,True,False,11,6,1
1,712.52,54.11593,30.11663,1.59199,720.0,703,1,1,1,2,1,True,False,11,6,1
1,712.48,54.12516,29.68476,0.8884,720.0,703,1,1,1,2,1,True,False,11,5,1
1,712.44,54.11642,29.78224,0.30409,720.0,703,1,1,1,2,1,True,False,11,5,1
1,712.4,54.26345,29.45884,0.97966,720.0,703,1,1,1,2,1,True,False,11,5,1
1,712.36,54.22169,29.01678,1.70048,720.0,703,1,1,1,2,1,True,False,11,5,1
1,712.32,54.19034,28.92729,2.04997,720.0,703,1,1,1,2,1,True,False,11,5,1
1,712.28,54.16571,28.83644,2.39587,720.0,703,1,1,1,2,1,True,False,11,5,1
1,712.24,54.14843,28.35495,3.08916,720.0,703,1,1,1,2,1,True,False,11,5,1
1,712.2,54.29852,28.19993,3.0995,720.0,703,1,1,1,2,1,True,False,11,5,1
1,712.16,54.41275,27.89355,3.28473,720.0,703,1,1,1,2,1,True,False,11,5,1
1,712.12,54.63852,27.42513,3.37315,720.0,703,1,1,1,2,1,True,False,11,5,1
1,712.08,54.72452,27.15624,3.50032,720.0,703,1,1,1,2,1,True,False,11,5,1
1,712.04,55.01135,26.5943,3.30847,720.0,703,1,1,1,2,1,True,False,11,5,1
1,712.0,55.21222,26.15552,3.15899,720.0,703,1,1,1,2,1,True,False,11,5,1
1,711.96,55.46618,25.71999,2.90371,720.0,703,1,1,1,2,1,True,False,11,5,1
1,711.92,55.70249,25.21074,2.06438,720.0,703,1,1,1,2,1,True,False,11,5,1
1,711.88,55.66773,24.57129,1.49085,720.0,703,1,1,1,2,1,True,False,11,4,1
1,711.84,55.77932,24.05146,1.08248,720.0,703,1,1,1,2,1,True,False,11,4,1
1,711.8,55.83529,23.83446,0.8939,720.0,703,1,1,1,2,1,True,False,11,4,1
1,711.76,55.71069,23.70133,1.2865,720.0,703,1,1,1,2,1,True,False,11,4,1
1,711.72,55.71375,23.43506,1.96783,720.0,703,1,1,1,2,1,True,False,11,4,1
1,711.68,55.83788,23.34653,2.27349,720.0,703,1,1,1,2,1,True,False,11,4,1
1,711.64,55.73859,23.09061,2.93797,720.0,703,1,1,1,2,1,True,False,11,4,1
1,711.6,55.80801,22.74802,3.24933,720.0,703,1,1,1,2,1,True,False,11,4,1
1,711.56,55.87896,22.36365,3.54265,720.0,703,1,1,1,2,1,True,False,11,4,1
1,711.52,55.94948,21.98197,3.83399,720.0,703,1,1,1,2,1,True,False,11,4,1
1,711.48,56.28977,21.55754,3.8408,720.0,703,1,1,1,2,1,True,False,11,4,1
1,711.44,56.49544,21.07156,3.95799,720.0,703,1,1,1,2,1,True,False,12,4,1
1,711.4,56.60931,20.65458,4.09479,720.0,703,1,1,1,2,1,True,False,12,4,1
1,711.36,56.73486,20.16882,4.01054,720.0,703,1,1,1,2,1,True,False,12,4,1
1,711.32,56.84488,19.72291,3.64342,720.0,703,1,1,1,2,1,True,False,12,3,1
1,711.28,57.02668,19.21475,3.20392,720.0,703,1,1,1,2,1,True,False,12,3,1
1,711.24,57.21349,18.84979,2.55516,720.0,703,1,1,1,2,1,True,False,12,3,1
1,711.2,57.32791,18.08136,1.8487,720.0,703,1,1,1,2,1,True,False,12,3,1
1,711.16,57.47813,17.65248,1.06224,720.0,703,1,1,1,2,1,True,False,12,3,1
1,711.12,57.55911,17.01382,0.43009,720.0,703,1,1,1,2,1,True,False,12,3,1
1,711.08,57.45148,16.79523,0.95396,720.0,703,1,1,1,2,1,True,False,12,3,1
1,711.04,57.43992,16.60602,1.36649,720.0,703,1,1,1,2,1,True,False,12,3,1
1,711.0,57.44697,16.34814,1.91794,720.0,703,1,1,1,2,1,True,False,12,3,1
1,710.96,57.46742,16.03925,2.56241,720.0,703,1,1,1,2,1,True,False,12,3,1
1,710.92,57.50024,15.70446,3.16561,720.0,703,1,1,1,2,1,True,False,12,3,1
1,710.88,57.54438,15.36891,3.59329,720.0,703,1,1,1,2,1,True,False,12,3,1
1,710.84,57.66674,15.02792,3.81806,720.0,703,1,1,1,2,1,True,False,12,3,1
1,710.8,57.70627,14.71805,4.07313,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.76,57.66016,14.4419,4.36468,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.72,57.93455,14.11828,4.3362,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.68,58.003,13.86919,4.44544,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.64,58.08835,13.61578,4.49887,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.6,58.18494,13.35906,4.513,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.56,58.30218,13.09736,4.46031,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.52,58.41943,12.83565,4.40763,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.48,58.28415,12.7619,4.16354,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.44,57.78451,13.63684,3.00203,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.4,57.47359,14.1872,2.04058,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.36,57.31426,14.47323,1.27526,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.32,57.26941,14.55519,0.70215,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.28,57.4566,14.24226,0.33369,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.24,57.80271,14.087,0.43117,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.2,58.32151,13.96243,0.77074,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.16,59.00865,13.87958,1.42309,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.12,59.85979,13.8495,2.45891,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.08,59.55988,14.22831,2.45986,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.04,59.26847,14.58604,2.46269,720.0,703,1,1,1,2,1,True,False,12,2,1
1,710.0,58.985,14.92381,2.46731,720.0,703,1,1,1,2,1,True,False,12,2,1
1,709.96,58.70892,15.24273,2.47365,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.92,58.43966,15.54392,2.48164,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.88,58.17666,15.82848,2.49121,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.84,57.91935,16.09753,2.50229,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.8,57.66718,16.35218,2.5148,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.76,57.41959,16.59354,2.52868,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.72,57.176,16.82273,2.54384,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.68,56.94719,17.01843,2.57484,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.64,56.94153,17.28666,2.80655,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.6,56.81559,17.63095,2.93553,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.56,56.911,17.9835,3.12802,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.52,56.88999,18.23778,3.22688,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.48,56.91513,18.52707,3.26698,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.44,56.98993,18.59312,3.3954,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.4,57.10225,18.92671,3.43451,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.36,57.24629,19.17586,3.38718,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.32,57.30405,19.46701,3.11852,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.28,57.45356,19.58697,2.92566,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.24,57.70353,19.38434,2.56907,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.2,57.95349,19.18172,2.21248,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.16,58.20345,18.97909,1.85588,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.12,58.45342,18.77646,1.49929,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.08,58.70338,18.57384,1.1427,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.04,58.95335,18.37121,0.7861,720.0,703,1,1,1,2,1,True,False,12,3,1
1,709.0,59.85383,20.57786,0.79037,720.0,703,1,1,1,2,1,True,False,12,4,1
1,708.96,60.73216,22.56147,0.8034,720.0,703,1,1,1,2,1,True,False,12,4,1
1,708.92,61.59022,24.32702,0.82549,720.0,703,1,1,1,2,1,True,False,13,4,1
1,708.88,62.42989,25.87949,0.85697,720.0,703,1,1,1,2,1,True,False,13,5,1
1,708.84,63.25305,27.22385,0.89813,720.0,703,1,1,1,2,1,True,False,13,5,1
1,708.8,64.06157,28.3651,0.9493,720.0,703,1,1,1,2,1,True,False,13,5,1
1,708.76,64.85735,29.30819,1.01079,720.0,703,1,1,1,2,1,True,False,13,5,1
1,708.72,65.64226,30.05812,1.08291,720.0,703,1,1,1,2,1,True,False,13,6,1
1,708.68,66.39279,30.55266,1.29901,720.0,703,1,1,1,2,1,True,False,14,6,1
1,708.64,67.08349,30.93674,1.80563,720.0,703,1,1,1,2,1,True,False,14,6,1
1,708.6,67.73216,31.73253,1.88633,720.0,703,1,1,1,2,1,True,False,14,6,1
1,708.56,68.47342,32.23216,1.99734,720.0,703,1,1,1,2,1,True,False,14,6,1
1,708.52,69.08809,32.90206,2.02505,720.0,703,1,1,1,2,1,True,False,14,6,1
1,708.48,69.6876,33.21388,2.3791,720.0,703,1,1,1,2,1,True,False,14,6,1
1,708.44,70.18448,33.59297,2.79318,720.0,703,1,1,1,2,1,True,False,14,6,1
1,708.4,71.00135,34.27205,2.35181,720.0,703,1,1,1,2,1,True,False,15,6,1
1,708.36,71.27204,34.25882,2.36404,720.0,703,1,1,1,2,1,True,False,15,6,1
1,708.32,71.5204,34.06125,2.44231,720.0,703,1,1,1,2,1,True,False,15,6,1
1,708.28,71.69664,33.84428,2.50987,720.0,703,1,1,1,2,1,True,False,15,6,1
1,708.24,71.86908,33.46657,2.4871,720.0,703,1,1,1,2,1,True,False,15,6,1
1,708.2,71.93119,33.03899,2.4206,720.0,703,1,1,1,2,1,True,False,15,6,1
1,708.16,72.03624,32.58831,2.32233,720.0,703,1,1,1,2,1,True,False,15,6,1
1,708.12,72.18206,32.12561,2.1929,720.0,703,1,1,1,2,1,True,False,15,6,1
1,708.08,72.35868,31.65344,2.04373,720.0,703,1,1,1,2,1,True,False,15,6,1
1,708.04,72.55613,31.17434,1.88621,720.0,703,1,1,1,2,1,True,False,15,6,1
1,708.0,72.76445,30.69085,1.73176,720.0,703,1,1,1,2,1,True,False,15,6,1
1,707.96,72.97367,30.20551,1.59178,720.0,703,1,1,1,2,1,True,False,15,6,1
1,707.92,73.17384,29.72087,1.47768,720.0,703,1,1,1,2,1,True,False,15,5,1
1,707.88,73.35498,29.23947,1.40085,720.0,703,1,1,1,2,1,True,False,15,5,1
1,707.84,73.50713,28.76385,1.37271,720.0,703,1,1,1,2,1,True,False,15,5,1
1,707.8,73.62551,28.29376,2.11041,720.0,703,1,1,1,2,1,True,False,15,5,1
1,707.76,73.88503,28.01499,2.57514,720.0,703,1,1,1,2,1,True,False,15,5,1
1,707.72,74.21915,27.92307,2.73675,720.0,703,1,1,1,2,1,True,False,15,5,1
1,707.68,74.73504,28.15151,2.45346,720.0,703,1,1,1,2,1,True,False,15,5,1
1,707.64,75.45861,28.57575,1.92735,720.0,703,1,1,1,2,1,True,False,16,5,1
1,707.6,76.20141,28.80419,1.64406,720.0,703,1,1,1,2,1,True,False,16,5,1
1,707.56,76.91323,27.93286,2.55996,720.0,703,1,1,1,2,1,True,False,16,5,1
1,707.52,77.35864,27.60671,2.32788,720.0,703,1,1,1,2,1,True,False,16,5,1
1,707.48,77.46976,27.45841,3.22654,720.0,703,1,1,1,2,1,True,False,16,5,1
1,707.44,78.86413,25.72283,4.21182,720.0,703,1,1,1,2,1,True,False,16,5,1
1,707.4,79.42762,25.01415,5.20151,720.0,703,1,1,1,2,1,True,False,16,5,1
1,707.36,79.38233,25.03954,6.19622,720.0,703,1,1,1,2,1,True,False,16,5,1
1,707.32,79.60509,25.1858,5.98408,720.0,703,1,1,1,2,1,True,False,16,5,1
1,707.28,79.96944,25.08602,6.47277,720.0,703,1,1,1,2,1,True,False,17,5,1
1,707.24,80.06636,25.35213,6.67849,720.0,703,1,1,1,2,1,True,False,17,5,1
1,707.2,80.43989,25.79832,6.17796,720.0,703,1,1,1,2,1,True,False,17,5,1
